_id,stockTicker,stockName,currentPrice,marketCap,sector
1622,ACWI,iShares MSCI ACWI Index Fund,76.15,9077080000,n/a
1623,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,80.6,5400200000,n/a
1624,EWZS,iShares MSCI Brazil Small-Cap ETF,18.0274,83827410,n/a
1625,MCHI,iShares MSCI China ETF,73.11,3465414000,n/a
1626,ESGD,iShares MSCI EAFE ESG Optimized ETF,71.37,142740000,n/a
1627,SCZ,iShares MSCI EAFE Small-Cap ETF,68.21,11090946000,n/a
1628,ESGE,iShares MSCI EM ESG Optimized ETF,79.4106,230290740,n/a
1629,EEMA,iShares MSCI Emerging Markets Asia Index Fund,78.51,714441000,n/a
1630,EMXC,iShares MSCI Emerging Markets ex China ETF,57.13,11426000,n/a
1631,EUFN,iShares MSCI Europe Financials Sector Index Fund,25.53,2638525500,n/a
1632,IEUS,iShares MSCI Europe Small-Cap ETF,61.5053,239870670,n/a
1633,RING,iShares MSCI Global Gold Miners ETF,19.26,363051000,n/a
1634,MPCT,iShares MSCI Global Impact ETF,61.55,30775000,n/a
1635,ENZL,iShares MSCI New Zealand ETF,49.63,148890000,n/a
1636,QAT,iShares MSCI Qatar ETF,16.761,60339600,n/a
1637,TUR,iShares MSCI Turkey ETF,45.7,393020000,n/a
1638,UAE,iShares MSCI UAE ETF,17.65,45007500,n/a
1639,ESGU,iShares MSCI USA ESG Optimized ETF,61.56,24624000,n/a
1640,IBB,iShares Nasdaq Biotechnology Index Fund,113.98,10543150000,n/a
1641,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,183.56,1606150000,n/a
1642,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.03,9810500,n/a
1643,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,34.1402,42675250,n/a
1644,ICLN,iShares S&P Global Clean Energy Index Fund,9.52,149464000,n/a
1645,WOOD,iShares S&P Global Timber & Forestry Index Fund,77.065,416151000,n/a
1646,INDY,iShares S&P India Nifty 50 Index Fund,38.31,1250821500,n/a
1647,IJT,iShares S&P Small-Cap 600 Growth ETF,177.22,5086214000,n/a
1648,DVY,iShares Select Dividend ETF,100.23,17871009000,n/a
1649,SHV,iShares Short Treasury Bond ETF,110.23,8421572000,n/a
1650,CRED,iShares U.S. Credit Bond ETF,110.23,1510151000,n/a
1651,PFF,iShares U.S. Preferred Stock ETF,37.23,17075539500,n/a
1652,ISRL,"Isramco, Inc.",107.55,292287667.05,Energy
1653,ITI,"Iteris, Inc.",6.78,222297229.56,Consumer Durables
1654,ITRI,"Itron, Inc.",70.85,2743681270.2,Capital Goods
1655,ITRN,Ituran Location and Control Ltd.,35,733884095,Consumer Non-Durables
1656,ITUS,ITUS Corporation,3.67,60956494.33,Miscellaneous
1657,IVENC,Ivy NextShares,100.05,0,n/a
1658,IVFGC,Ivy NextShares,100.02,0,n/a
1659,IVFVC,Ivy NextShares,99.99,0,n/a
1660,IZEA,IZEA Inc.,4.08,23363450.88,Consumer Services
1661,JJSF,J & J Snack Foods Corp.,139.54,2604932720,Consumer Non-Durables
1662,MAYS,"J. W. Mays, Inc.",38,76599640,Consumer Services
1663,JBHT,"J.B. Hunt Transport Services, Inc.",120.79,13257064870,Transportation
1664,JCOM,"j2 Global, Inc.",79.38,3842694671.76,Technology
1665,JASO,"JA Solar Holdings, Co., Ltd.",7.54,303756794.38,Technology
1666,JKHY,"Jack Henry & Associates, Inc.",124.66,9628048406.9,Technology
1667,JACK,Jack In The Box Inc.,91.37,2698353002.35,Consumer Services
1668,JXSB,Jacksonville Bancorp Inc.,33.35,60512474.45,Finance
1669,JAGX,"Jaguar Health, Inc.",0.124,11944770.456,Health Care
1670,JAKK,"JAKKS Pacific, Inc.",2.55,68817946.5,Consumer Non-Durables
1671,JMBA,"Jamba, Inc.",7.77,119112647.01,Consumer Services
1672,JRVR,"James River Group Holdings, Ltd.",37.85,1120802239.4,Finance
1673,SGQI,Janus Henderson SG Global Quality Income ETF,29.41,0,n/a
1674,JSML,Janus Henderson Small Cap Growth Alpha ETF,38,7676000,n/a
1675,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.66,14312320,n/a
1676,JASN,"Jason Industries, Inc.",2.33,63753508.93,Consumer Durables
1677,JASNW,"Jason Industries, Inc.",0.0199,0,Consumer Durables
1678,JAZZ,Jazz Pharmaceuticals plc,146.35,8773755089.6,Health Care
1679,JD,"JD.com, Inc.",47.55,43839646539.15,Consumer Services
1680,JSYN,Jensyn Acquistion Corp.,10.48,54176360,Public Utilities
1681,JSYNR,Jensyn Acquistion Corp.,0.35,0,Public Utilities
1682,JSYNU,Jensyn Acquistion Corp.,10.8,0,Public Utilities
1683,JSYNW,Jensyn Acquistion Corp.,0.15,0,Public Utilities
1684,JBLU,JetBlue Airways Corporation,20.94,6714347091.12,Transportation
1685,JTPY,JetPay Corporation,2.25,35265451.5,Finance
1686,JCTCF,Jewett-Cameron Trading Company,15.35,34299482.9,Consumer Services
1687,WYIG,JM Global Holding Company,9.63,53922106.44,Finance
1688,WYIGU,JM Global Holding Company,9.9999,55993320.0612,Finance
1689,WYIGW,JM Global Holding Company,0.21,0,Finance
1690,JMU,JMU Limited,0.9501,16541736.0021,Technology
1691,JBSS,"John B. Sanfilippo & Son, Inc.",62.19,702585865.71,Consumer Non-Durables
1692,JOUT,Johnson Outdoors Inc.,61.02,609794461.08,Consumer Non-Durables
1693,JNCE,"Jounce Therapeutics, Inc.",23.98,773253372.76,Health Care
1694,JNP,"Juniper Pharmaceuticals, Inc.",8,86752904,Health Care
1695,JUNO,"Juno Therapeutics, Inc.",85.57,9868929119.36,Health Care
1696,KTWO,"K2M Group Holdings, Inc.",20.72,897767079.44,Health Care
1697,KALU,Kaiser Aluminum Corporation,110,1859417010,Capital Goods
1698,KALA,"Kala Pharmaceuticals, Inc.",14.98,367326542.38,Health Care
1699,KALV,"KalVista Pharmaceuticals, Inc.",10.72,115609882.88,Health Care
1700,KMDA,Kamada Ltd.,5.4,217419222.6,Health Care
1701,KNDI,"Kandi Technologies Group, Inc.",5.8,278611920.4,Capital Goods
1702,KPTI,Karyopharm Therapeutics Inc.,11.78,555789529.5,Health Care
1703,KAAC,Kayne Anderson Acquisition Corp.,9.71,457973509.4,Finance
1704,KAACU,Kayne Anderson Acquisition Corp.,10,0,Finance
1705,KAACW,Kayne Anderson Acquisition Corp.,0.93,0,Finance
1706,KZIA,Kazia Therapeutics Limited,4.75,8210080.5,Capital Goods
1707,KBLM,KBL Merger Corp. IV,9.78,145501950,Finance
1708,KBLMR,KBL Merger Corp. IV,0.3999,0,Finance
1709,KBLMU,KBL Merger Corp. IV,10.33,0,Finance
1710,KBLMW,KBL Merger Corp. IV,0.2,0,Finance
1711,KBSF,KBS Fashion Group Limited,4.8099,8518967.8068,Consumer Non-Durables
1712,KCAP,"KCAP Financial, Inc.",3.33,124339615.92,n/a
1713,KCAPL,"KCAP Financial, Inc.",25.126,0,n/a
1714,KRNY,Kearny Financial,13.65,1105893625.2,Finance
1715,KELYA,"Kelly Services, Inc.",28.94,1112044330.52,Technology
1716,KELYB,"Kelly Services, Inc.",27,1037498166,Technology
1717,KMPH,"KemPharm, Inc.",6.6,96739038,Health Care
1718,KFFB,Kentucky First Federal Bancorp,8.75,73889506.25,Finance
1719,KERX,"Keryx Biopharmaceuticals, Inc.",4.58,546043584.2,Health Care
1720,KEQU,Kewaunee Scientific Corporation,29.06,79057323.16,Capital Goods
1721,KTEC,"Key Technology, Inc.",26.6,172345815.6,Technology
1722,KTCC,Key Tronic Corporation,7.2101,77578368.768,Technology
1723,KFRC,"Kforce, Inc.",25.8,682855591.8,Technology
1724,KE,"Kimball Electronics, Inc.",18.85,505912586.4,Technology
1725,KBAL,"Kimball International, Inc.",17.56,658102511.84,Consumer Durables
1726,KIN,"Kindred Biosciences, Inc.",8.8,247795081.6,Health Care
1727,KGJI,Kingold Jewelry Inc.,1.85,122309978.7,Miscellaneous
1728,KINS,"Kingstone Companies, Inc",20.55,218372561.1,Finance
1729,KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.99,3564731.25,Technology
1730,KNSL,"Kinsale Capital Group, Inc.",47.98,1009019639.9,Finance
1731,KIRK,"Kirkland&#39;s, Inc.",10.95,175139304.15,Consumer Services
1732,KTOV,Kitov Pharma Ltd.,2.71,17453706.22,Health Care
1733,KTOVW,Kitov Pharma Ltd.,0.78,0,Health Care
1734,KLAC,KLA-Tencor Corporation,111.15,17408326893.75,Capital Goods
1735,KLXI,KLX Inc.,70.82,3566818422.48,Capital Goods
1736,KONA,"Kona Grill, Inc.",1.7,17178466,Consumer Services
1737,KOPN,Kopin Corporation,3.42,257651045.46,Technology
1738,KRNT,Kornit Digital Ltd.,14.6,492531554.8,Capital Goods
1739,KOSS,Koss Corporation,2.05,15134547.3,Consumer Non-Durables
1740,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,64.57,219538000,n/a
1741,KTOS,"Kratos Defense & Security Solutions, Inc.",11.53,1191020463.25,Capital Goods
1742,KRYS,"Krystal Biotech, Inc.",9.69,99198923.43,Health Care
1743,KLIC,"Kulicke and Soffa Industries, Inc.",23.38,1650716680.34,Technology
1744,KURA,"Kura Oncology, Inc.",19.95,665377946.1,Health Care
1745,KVHI,"KVH Industries, Inc.",11.45,195908996.2,Technology
1746,FSTR,L.B. Foster Company,27.5,284365840,Basic Industries
1747,LJPC,La Jolla Pharmaceutical Company,35.84,793685509.12,Health Care
1748,LSBK,"Lake Shore Bancorp, Inc.",16.95,103358015.1,Finance
1749,LBAI,"Lakeland Bancorp, Inc.",20.6,975489598.4,Finance
1750,LKFN,Lakeland Financial Corporation,48.42,1211755675.86,Finance
1751,LAKE,"Lakeland Industries, Inc.",13.85,112409356.15,Health Care
1752,LRCX,Lam Research Corporation,189.11,30153778610,Technology
1753,LAMR,Lamar Advertising Company,71.5,7037866478.5,Consumer Services
1754,LANC,Lancaster Colony Corporation,128.35,3522252062.6,Consumer Non-Durables
1755,LCA,"Landcadia Holdings, Inc.",10,312500000,Finance
1756,LCAHU,"Landcadia Holdings, Inc.",10.61,0,Finance
1757,LCAHW,"Landcadia Holdings, Inc.",0.65,0,Finance
1758,LNDC,Landec Corporation,13.1,360693985.2,Consumer Non-Durables
1759,LARK,Landmark Bancorp Inc.,28.6,116329642,Finance
1760,LMRK,Landmark Infrastructure Partners LP,17.95,411415759.1,Consumer Services
1761,LMRKO,Landmark Infrastructure Partners LP,24.8,0,Consumer Services
1762,LMRKP,Landmark Infrastructure Partners LP,25.1,0,Consumer Services
1763,LE,"Lands&#39; End, Inc.",16.35,524793847.05,Consumer Services
1764,LSTR,"Landstar System, Inc.",115.45,4844951263.65,Transportation
1765,LNTH,"Lantheus Holdings, Inc.",23.15,868263807.4,Health Care
1766,LTRX,"Lantronix, Inc.",2.2598,41076221.8944,Technology
1767,LSCC,Lattice Semiconductor Corporation,6.47,798176001.36,Technology
1768,LAUR,"Laureate Education, Inc.",14.26,2671246343.28,Consumer Services
1769,LAWS,"Lawson Products, Inc.",23.65,210201862.2,Consumer Durables
1770,LAYN,Layne Christensen Company,13.35,265429586.1,Basic Industries
1771,LCNB,LCNB Corporation,19.6,196451956.4,Finance
1772,LBIX,Leading Brands Inc,1.45,4063497.4,Consumer Non-Durables
1773,LPTX,"LEAP THERAPEUTICS, INC.",6.57,81165871.98,Health Care
1774,LGCY,Legacy Reserves LP,2.3,167567535,Energy
1775,LGCYO,Legacy Reserves LP,5.3,37100000,Energy
1776,LGCYP,Legacy Reserves LP,5.4,10800000,Energy
1777,LTXB,"LegacyTexas Financial Group, Inc.",45,2165282550,Finance
1778,DDBI,Legg Mason Developed EX-US Diversified Core ETF,31.0599,6211980,n/a
1779,EDBI,Legg Mason Emerging Markets Diversified Core ETF,34.78,0,n/a
1780,INFR,Legg Mason Global Infrastructure ETF,29.38,0,n/a
1781,LVHD,Legg Mason Low Volatility High Dividend ETF,31.245,0,n/a
1782,SQLV,Legg Mason Small-Cap Quality Value ETF,27.588,0,n/a
1783,UDBI,Legg Mason US Diversified Core ETF,32.965,3428360,n/a
1784,LACQ,Leisure Acquisition Corp.,n/a,0,Finance
1785,LACQU,Leisure Acquisition Corp.,9.96,0,Finance
1786,LACQW,Leisure Acquisition Corp.,0.65,0,Finance
1787,LMAT,"LeMaitre Vascular, Inc.",35.33,680630330.2,Health Care
1788,TREE,"LendingTree, Inc.",370.6,4435636538.8,Finance
1789,LXRX,"Lexicon Pharmaceuticals, Inc.",9.895,1044791221.63,Health Care
1790,LX,LexinFintech Holdings Ltd.,15.87,190440000,Finance
1791,LGIH,"LGI Homes, Inc.",67.89,1475783247.51,Capital Goods
1792,LHCG,LHC Group,62.89,1149566750.23,Health Care
1793,LLIT,Lianluo Smart Limited,2.055,35577364.23,Health Care
1794,LBRDA,Liberty Broadband Corporation,93.9,17075373485.7,Consumer Services
1795,LBRDK,Liberty Broadband Corporation,95.04,17282678339.52,Consumer Services
1796,LEXEA,"Liberty Expedia Holdings, Inc.",47.16,2700029031.84,Consumer Services
1797,LEXEB,"Liberty Expedia Holdings, Inc.",49.4408,2830610588.5792,Consumer Services
1798,LBTYA,Liberty Global plc,37.19,30514647111.01,Consumer Services
1799,LBTYB,Liberty Global plc,38.2,31343358957.8,Consumer Services
1800,LBTYK,Liberty Global plc,35.75,29333117349.25,Consumer Services
1801,LVNTA,Liberty Interactive Corporation,58.65,5020443636.3,Consumer Services
1802,LVNTB,Liberty Interactive Corporation,54.3,4648083366.6,Consumer Services
1803,QVCA,Liberty Interactive Corporation,28.14,13617429867.3,Consumer Services
1804,QVCB,Liberty Interactive Corporation,28.27,13680339102.65,Consumer Services
1805,LILA,Liberty Latin America Ltd.,22.5,3852282892.5,Consumer Services
1806,LILAK,Liberty Latin America Ltd.,22.58,3865979898.34,Consumer Services
1807,BATRA,Liberty Media Corporation,23.77,0,Consumer Services
1808,BATRK,Liberty Media Corporation,23.69,1171876143.87,Consumer Services
1809,FWONA,Liberty Media Corporation,36.54,0,Consumer Services
1810,FWONK,Liberty Media Corporation,38.82,8912681043.78,Consumer Services
1811,LSXMA,Liberty Media Corporation,44.65,0,Consumer Services
1812,LSXMB,Liberty Media Corporation,44.09,0,Consumer Services
1813,LSXMK,Liberty Media Corporation,44.48,14948983894.08,Consumer Services
1814,TAX,"Liberty Tax, Inc.",10.35,131273904.15,Miscellaneous
1815,LTRPA,"Liberty TripAdvisor Holdings, Inc.",8.75,656743543.75,Technology
1816,LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.05,679260465.25,Technology
1817,LPNT,"LifePoint Health, Inc.",49.5,1951081753.5,Health Care
1818,LCUT,"Lifetime Brands, Inc.",17.5,260700160,Capital Goods
1819,LFVN,Lifevantage Corporation,4.42,62912706.48,Health Care
1820,LWAY,"Lifeway Foods, Inc.",7.88,126271200.32,Consumer Non-Durables
1821,LGND,Ligand Pharmaceuticals Incorporated,159.81,3372866119.56,Health Care
1822,LTBR,Lightbridge Corporation,2.1,28980000,Consumer Services
1823,LPTH,"LightPath Technologies, Inc.",2.37,60838075.38,Technology
1824,LLEX,"Lilis Energy, Inc.",4.12,220008000,Energy
1825,LMB,"Limbach Holdings, Inc.",14.07,104896042.86,Basic Industries
1826,LLNW,"Limelight Networks, Inc.",4.37,481440527.09,Miscellaneous
1827,LMNR,Limoneira Co,21.53,312651232.15,Consumer Non-Durables
1828,LINC,Lincoln Educational Services Corporation,1.84,45483061.2,Consumer Services
1829,LECO,"Lincoln Electric Holdings, Inc.",97.86,6434852997.72,Technology
1830,LIND,Lindblad Expeditions Holdings Inc. ,9.36,425254302.72,Consumer Services
1831,LINDW,Lindblad Expeditions Holdings Inc. ,1.35,0,Consumer Services
1832,LINU,LiNiu Technology Group,1.68,3497096.4,Consumer Services
1833,LPCN,Lipocine Inc.,1.43,30311047.91,Health Care
1834,LQDT,"Liquidity Services, Inc.",6.5,207579209.5,Miscellaneous
1835,LFUS,"Littelfuse, Inc.",222,5505316950,Consumer Durables
1836,LIVN,LivaNova PLC,85.68,4130766375.12,Health Care
1837,LOB,"Live Oak Bancshares, Inc.",27.05,1079175520.15,Finance
1838,LIVE,Live Ventures Incorporated,13.78,27448092.62,Finance
1839,LPSN,"LivePerson, Inc.",11.95,711317990.1,Technology
1840,LKQ,LKQ Corporation,41.79,12914955488.19,Consumer Services
1841,LMFA,"LM Funding America, Inc.",1.68,10040315.04,Finance
1842,LMFAW,"LM Funding America, Inc.",0.2392,0,Finance
1843,LOGI,Logitech International S.A.,42.34,6948455082.6,Technology
1844,LOGM,"LogMein, Inc.",126.45,6661588825.8,Technology
1845,CNCR,Loncar Cancer Immunotherapy ETF,28.03,0,n/a
1846,LONE,Lonestar Resources US Inc.,4.17,102203142.99,Energy
1847,LBCC,Long Blockchain Corp.,3.04,31068486.88,Consumer Non-Durables
1848,LFIN,LongFin Corp,37.42,3102118000,Technology
1849,LOOP,"Loop Industries, Inc.",16.3,534756333.1,Public Utilities
1850,LORL,"Loral Space and Communications, Inc.",47.45,1467759034.95,Technology
1851,LOXO,"Loxo Oncology, Inc.",100.43,3006623526.72,Health Care
1852,LPLA,LPL Financial Holdings Inc.,60.6,5465521878,Finance
1853,LRAD,LRAD Corporation,2.43,78365769.84,Consumer Non-Durables
1854,LYTS,LSI Industries Inc.,7.9,203755330.6,Consumer Durables
1855,LULU,lululemon athletica inc.,78.81,10669297248.33,Consumer Non-Durables
1856,LITE,Lumentum Holdings Inc.,47.9,2969800000,Consumer Durables
1857,LMNX,Luminex Corporation,20.27,892984167.71,Health Care
1858,LUNA,Luna Innovations Incorporated,2.23,63338438.01,Health Care
1859,LBC,Luther Burbank Corporation,12.89,697993500,Finance
1860,MBTF,M B T Financial Corp,11.15,255422460.6,Finance
1861,MACQ,"M I Acquisitions, Inc.",10.2401,72282234.1943,Finance
1862,MACQU,"M I Acquisitions, Inc.",10.74,0,n/a
1863,MACQW,"M I Acquisitions, Inc.",0.45,0,Finance
1864,MIII,M III Acquisition Corp.,9.96,191331600,Finance
1865,MIIIU,M III Acquisition Corp.,10.85,0,Finance
1866,MIIIW,M III Acquisition Corp.,0.855,0,Finance
1867,MBVX,"MabVax Therapeutics Holdings, Inc.",0.719,14803322.035,Health Care
1868,MCBC,Macatawa Bank Corporation,10.4,353318960.8,Finance
1869,MFNC,Mackinac Financial Corporation,16.6758,101875480.5198,Finance
1870,MTSI,"MACOM Technology Solutions Holdings, Inc.",31.26,2013198736.26,Technology
1871,MGNX,"MacroGenics, Inc.",22.34,822619341.4,Health Care
1872,MDGL,"Madrigal Pharmaceuticals, Inc.",149.04,1862359873.2,Health Care
1873,MAGS,Magal Security Systems Ltd.,6.2,142677177.6,Consumer Durables
1874,MGLN,"Magellan Health, Inc.",100.3,2411441687,Health Care
1875,MGIC,Magic Software Enterprises Ltd.,9.1,404846059.8,Technology
1876,CALL,magicJack VocalTec Ltd,8.4,135369217.2,Public Utilities
1877,MNGA,MagneGas Corporation,2.15,217569.25,Technology
1878,MGYR,"Magyar Bancorp, Inc.",12.8432,74757005.0272,Finance
1879,MHLD,"Maiden Holdings, Ltd.",7.2,609298768.8,Finance
1880,MSFG,"MainSource Financial Group, Inc.",39.72,1016276436.36,Finance
1881,MMYT,MakeMyTrip Limited,30.85,2828258063.05,Consumer Services
1882,MBUU,"Malibu Boats, Inc.",32.51,662362641.2,Capital Goods
1883,MLVF,"Malvern Bancorp, Inc.",22.3,146570853.2,Finance
1884,MAMS,"MAM Software Group, Inc.",7.35,92389375.05,Technology
1885,TUSK,"Mammoth Energy Services, Inc.",23.76,1057372818.48,Energy
1886,MANH,"Manhattan Associates, Inc.",52.62,3627262247.76,Technology
1887,LOAN,"Manhattan Bridge Capital, Inc",5.85,47437263.9,Consumer Services
1888,MNTX,"Manitex International, Inc.",10.43,172686161.97,Technology
1889,MTEX,"Mannatech, Incorporated",14.45,39137694.95,Consumer Durables
1890,MNKD,MannKind Corporation,2.61,310252383.45,Health Care
1891,MANT,ManTech International Corporation,52.31,2039771275.17,Consumer Services
1892,MARA,"Marathon Patent Group, Inc.",3.07,44600287.67,Miscellaneous
1893,MCHX,"Marchex, Inc.",3.45,150658981.5,Miscellaneous
1894,MARPS,Marine Petroleum Trust,4.468,8936000,Energy
1895,MRNS,"Marinus Pharmaceuticals, Inc.",7.18,290288807.28,Health Care
1896,MKTX,"MarketAxess Holdings, Inc.",195.6,7342225268.4,Finance
1897,MRLN,Marlin Business Services Corp.,24.3,303968432.7,Finance
1898,MAR,Marriott International,147.52,53783030868.16,Consumer Services
1899,MBII,"Marrone Bio Innovations, Inc.",1.0206,31996705.0662,Basic Industries
1900,MRTN,"Marten Transport, Ltd.",23.45,1278809519.75,Transportation
1901,MMLP,Martin Midstream Partners L.P.,16.35,628602106.2,Energy
1902,MRVL,Marvell Technology Group Ltd.,22.6,11204744028.4,Technology
1903,MASI,Masimo Corporation,92.93,4801799411.92,Health Care
1904,MTCH,"Match Group, Inc.",35.26,9654566410.32,Technology
1905,MTLS,Materialise NV,13.16,176111989.2,Technology
1906,MPAC,Matlin & Partners Acquisition Corporation,9.75,396093750,Finance
1907,MPACU,Matlin & Partners Acquisition Corporation,10.15,0,Finance
1908,MPACW,Matlin & Partners Acquisition Corporation,0.45,0,Finance
1909,MTRX,Matrix Service Company,18.15,485483351.1,Basic Industries
1910,MAT,"Mattel, Inc.",15.32,5265936706,Consumer Non-Durables
1911,MATR,Mattersight Corporation,2.85,93286057.5,Technology
1912,MATW,Matthews International Corporation,55.5,1792182190.5,Capital Goods
1913,MXIM,"Maxim Integrated Products, Inc.",61.14,17193425060.52,Technology
1914,MXWL,"Maxwell Technologies, Inc.",5.74,212814885.36,Miscellaneous
1915,MZOR,Mazor Robotics Ltd.,68.86,1138249740.32,Health Care
1916,MBFI,MB Financial Inc.,43.19,3624413755.48,Finance
1917,MBFIO,MB Financial Inc.,24.74,0,Finance
1918,MBFIP,MB Financial Inc.,24.9799,99919600,Finance
1919,MCFT,"MCBC Holdings, Inc.",23.31,435394459.71,Capital Goods
1920,MGRC,McGrath RentCorp,47.79,1148494632.48,Technology
1921,MDCA,MDC Partners Inc.,9,449415855,Technology
1922,MFIN,Medallion Financial Corp.,4.29,104431826.07,Finance
1923,MFINL,Medallion Financial Corp.,25.099,0,Finance
1924,MTBC,"Medical Transcription Billing, Corp.",3.19,36782585.29,Technology
1925,MTBCP,"Medical Transcription Billing, Corp.",25.8799,24050165.1901,Technology
1926,MNOV,"MediciNova, Inc.",9.62,347289051.46,Health Care
1927,MDSO,"Medidata Solutions, Inc.",67.82,3964821968.1,Technology
1928,MDGS,Medigus Ltd.,1.407,1424828.097,Health Care
1929,MDWD,MediWound Ltd.,4.4,119010042.8,Consumer Durables
1930,MEDP,"Medpace Holdings, Inc.",37.41,1325424553.26,Health Care
1931,MEIP,"MEI Pharma, Inc.",2.21,81803032.87,Health Care
1932,MLCO,Melco Resorts & Entertainment Limited,30.06,5124848839.2,Consumer Services
1933,MLNT,"Melinta Therapeutics, Inc.",14.1,441688859.1,Health Care
1934,MLNX,"Mellanox Technologies, Ltd.",64.95,3307826794.05,Technology
1935,MELR,"Melrose Bancorp, Inc.",19.875,51689767.125,Finance
1936,MNLO,Menlo Therapeutics Inc.,35,767479930,Health Care
1937,MTSL,MER Telemanagement Solutions Ltd.,1.68,4902327.36,Public Utilities
1938,MELI,"MercadoLibre, Inc.",378.76,16725043188.64,Miscellaneous
1939,MBWM,Mercantile Bank Corporation,35.47,588522673.75,Finance
1940,MERC,Mercer International Inc.,14.2,923245489.6,Basic Industries
1941,MBIN,Merchants Bancorp,21.41,614149425.47,Finance
1942,MRCY,Mercury Systems Inc,48.22,2326203924.5,Capital Goods
1943,EBSB,"Meridian Bancorp, Inc.",20.4,1102402046.4,Finance
1944,MRBK,Meridian Bank,18.33,117170620.71,n/a
1945,VIVO,Meridian Bioscience Inc.,15.55,657882278.1,Health Care
1946,MRDN,"Meridian Waste Solutions, Inc",1.1,15206627.7,Basic Industries
1947,MRDNW,"Meridian Waste Solutions, Inc",0.1375,0,Basic Industries
1948,MMSI,"Merit Medical Systems, Inc.",46.1,2314166201.3,Health Care
1949,MACK,"Merrimack Pharmaceuticals, Inc.",10.31,137462889.77,Health Care
1950,MRSN,"Mersana Therapeutics, Inc.",14.37,326966415.48,Health Care
1951,MRUS,Merus N.V.,18.27,354613519.89,Health Care
1952,MLAB,"Mesa Laboratories, Inc.",148.9,562804626.1,Capital Goods
1953,MESO,Mesoblast Limited,5.5,28892990.5,Health Care
1954,CASH,"Meta Financial Group, Inc.",113.6,1097926505.6,Finance
1955,MEOH,Methanex Corporation,62.95,5273337489.3,Basic Industries
1956,MGEE,MGE Energy Inc.,58.95,2043700411.5,Energy
1957,MGPI,"MGP Ingredients, Inc.",86.35,1444180953.6,Consumer Non-Durables
1958,MBOT,Microbot Medical Inc. ,1.08,41693759.64,Health Care
1959,MCHP,Microchip Technology Incorporated,94.54,22113415286.98,Technology
1960,MU,"Micron Technology, Inc.",42.49,49131823160.28,Technology
1961,MICT,"Micronet Enertec Technologies, Inc.",1.07,9236942.99,Capital Goods
1962,MICTW,"Micronet Enertec Technologies, Inc.",0.1059,0,Capital Goods
1963,MSCC,Microsemi Corporation,61.81,7264658544.71,Technology
1964,MSFT,Microsoft Corporation,94.26,727177271780.7,Technology
1965,MSTR,MicroStrategy Incorporated,139.14,1592734745.16,Technology
1966,MVIS,"Microvision, Inc.",1.27,99814380,Capital Goods
1967,MPB,Mid Penn Bancorp,32.65,199852021.3,Finance
1968,MTP,Midatech Pharma PLC,1.01,1779479.61,Health Care
1969,MCEP,"Mid-Con Energy Partners, LP",1.79,53863718.77,Energy
1970,MBCN,Middlefield Banc Corp.,50,160885800,Finance
1971,MSEX,Middlesex Water Company,36.91,603332188.76,Public Utilities
1972,MSBI,"Midland States Bancorp, Inc.",32.17,615156316.33,Finance
1973,MOFG,"MidWestOne Financial Group, Inc.",33.15,405080104.65,Finance
1974,MIME,Mimecast Limited,30.94,1773459729.86,Technology
1975,MDXG,"MiMedx Group, Inc",17.13,1902027374.49,Health Care
1976,MNDO,MIND C.T.I. Ltd.,2.8066,54143293.7588,Technology
1977,MB,"MINDBODY, Inc.",34.95,1632212881.5,Technology
1978,NERV,"Minerva Neurosciences, Inc",6.45,249619469.85,Health Care
1979,MGEN,"Miragen Therapeutics, Inc.",7.98,178029163.62,Health Care
1980,MRTX,"Mirati Therapeutics, Inc.",26.6,673015670.6,Health Care
1981,MSON,"MISONIX, Inc.",9,84290994,Capital Goods
1982,MIND,"Mitcham Industries, Inc.",3.82,46181274.98,Technology
1983,MINDP,"Mitcham Industries, Inc.",22.8093,0,Technology
1984,MITK,"Mitek Systems, Inc.",7.5,261237270,Technology
1985,MITL,Mitel Networks Corporation,9.07,1089204599.7,Technology
1986,MKSI,"MKS Instruments, Inc.",109.1,5923537150.6,Capital Goods
1987,MMAC,"MMA Capital Management, LLC",28.55,157758363.85,Finance
1988,MINI,"Mobile Mini, Inc.",38.2,1693274248.2,Capital Goods
1989,MOBL,"MobileIron, Inc.",4.5,432254524.5,Technology
1990,MMDM,Modern Media Acquisition Corp.,9.8,253575000,Finance
1991,MMDMR,Modern Media Acquisition Corp.,0.46,0,Finance
1992,MMDMU,Modern Media Acquisition Corp.,10.5,0,Finance
1993,MMDMW,Modern Media Acquisition Corp.,0.48,0,Finance
1994,MLNK,"ModusLink Global Solutions, Inc",2.24,124448410.24,Miscellaneous
1995,MTEM,"Molecular Templates, Inc.",10.55,283744676.5,Health Care
1996,MBRX,"Moleculin Biotech, Inc.",1.85,39101709.15,Health Care
1997,MNTA,"Momenta Pharmaceuticals, Inc.",16.7,1275664002.2,Health Care
